JD;Magnitude;Error;Facility;Filter;Owner
2456893.689;18.71;0.0;;G_Gaia;
2456989.75;18.63;0.0;;G_Gaia;
2457053.952;18.63;0.0;;G_Gaia;
2457190.662;18.72;0.0;;G_Gaia;
2457224.395;18.58;0.0;;G_Gaia;
2457367.29;18.63;0.0;;G_Gaia;
2457367.364;18.59;0.0;;G_Gaia;
2457503.799;18.61;0.0;;G_Gaia;
2457667.955;18.63;0.0;;G_Gaia;
2457684.208;18.53;0.0;;G_Gaia;
2457724.083;18.61;0.0;;G_Gaia;
2457724.083;18.6;0.0;;G_Gaia;
2457945.637;18.65;0.0;;G_Gaia;
2457982.358;18.61;0.0;;G_Gaia;
2458004.031;18.64;0.0;;G_Gaia;
2458004.105;18.64;0.0;;G_Gaia;
2458044.979;18.64;0.0;;G_Gaia;
2458061.231;18.63;0.0;;G_Gaia;
2458061.305;18.61;0.0;;G_Gaia;
2458061.305;18.6;0.0;;G_Gaia;
2458100.184;18.61;0.0;;G_Gaia;
2458123.429;18.65;0.0;;G_Gaia;
2458191.644;18.67;0.0;;G_Gaia;
2458191.718;18.64;0.0;;G_Gaia;
2458291.622;18.61;0.0;;G_Gaia;
2458360.824;18.62;0.0;;G_Gaia;
2458360.898;18.62;0.0;;G_Gaia;
2458421.593;18.64;0.0;;G_Gaia;
2458438.521;18.68;0.0;;G_Gaia;
2458438.595;18.63;0.0;;G_Gaia;
2458501.721;18.62;0.0;;G_Gaia;
2458532.957;18.61;0.0;;G_Gaia;
2458571.441;18.6;0.0;;G_Gaia;
2458639.251;18.59;0.0;;G_Gaia;
2458686.309;18.49;0.0;;G_Gaia;
2458719.365;18.35;0.0;;G_Gaia;
2458758.932;18.15;0.0;;G_Gaia;
2458784.964;17.9;0.0;;G_Gaia;
2458802.142947;17.921899795532227;0.1105979040354952;;V;
2458802.142947;17.921934127807617;0.1105975970808614;LCOGT2m, Etienne Bachelet;V(APASS);LCOGT2m, Etienne Bachelet
2458802.1456576;17.25950050354004;0.1369589785841602;;i;
2458802.1456576;17.259540557861328;0.1369586065011561;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458803.208387;17.510400772094727;0.2418460511034784;;G;
2458803.208387;17.510427474975586;0.2418460659600282;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458803.2110972;17.56100082397461;0.2065254904430497;;G;
2458803.2110972;17.561002731323242;0.2065251776784958;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458807.2324369;17.481800079345703;0.1992196351055331;;G;
2458807.2324369;17.481781005859375;0.1992194862634409;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458808.1263342;17.505199432373047;0.1939502252633614;;G;
2458808.1263342;17.505170822143555;0.1939499426569203;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458808.1290494;17.250600814819336;0.1337294001139531;;i;
2458808.1290494;17.25056266784668;0.1337290876561482;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458808.1382774;17.498600006103516;0.205373524500467;;G;
2458808.1382774;17.49863624572754;0.2053739403179401;LCOGT2m, Etienne Bac;G(GAIA);LCOGT2m, Etienne Bac
2458808.1410024;17.55660057067871;0.1729121932995291;;G;
2458809.1789697;17.444400787353516;0.1166101075955523;;B1pg;
2458809.1789697;17.44440269470215;0.11661006309874;LCOGT2m, Etienne Bachelet;B1pg(USNO);LCOGT2m, Etienne Bachelet
2458813.1399599;17.506799697875977;0.2768093003752792;;G;
2458813.1399599;17.506847381591797;0.2768090028379337;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458813.1426724;17.5403995513916;0.2513725655171717;;G;
2458813.1426724;17.540407180786133;0.2513725952982036;LCOGT2m, Etienne Bac;G(GAIA);LCOGT2m, Etienne Bac
2458813.1544736;17.887399673461914;0.1097506676573054;;V;
2458813.1544736;17.88741683959961;0.1097505422180542;LCOGT2m, Etienne Bachelet;V(APASS);LCOGT2m, Etienne Bachelet
2458816.1054551;17.4822998046875;0.1988600299767298;;G;
2458816.1054551;17.482271194458008;0.1988604762764048;LCOGT2m, Etienne Bac;G(GAIA);LCOGT2m, Etienne Bac
2458816.1081558;17.252199172973633;0.1338796383140749;;i;
2458816.1081558;17.252159118652344;0.1338799360175517;LCOGT2m, Etienne Bac;i(APASS);LCOGT2m, Etienne Bac
2458817.1140823;17.50830078125;0.2116596546832721;;G;
2458817.1140823;17.508285522460938;0.2116594463189985;LCOGT2m, Etienne Bac;G(GAIA);LCOGT2m, Etienne Bac
2458818.1026721;17.573699951171875;0.2693480949344545;;G;
2458818.1026721;17.573745727539062;0.2693483926156828;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458821.0965427;17.52669906616211;0.1771977594299412;;G;
2458821.0965427;17.526653289794922;0.1771979827307064;LCOGT2m, Etienne Bac;G(GAIA);LCOGT2m, Etienne Bac
2458821.0992514;17.548200607299805;0.1116864836639157;;B1pg;
2458821.0992514;17.548179626464844;0.1116860892798342;LCOGT2m, Etienne Bachelet;B1pg(USNO);LCOGT2m, Etienne Bachelet
2458823.0925093;17.53809928894043;0.1995124746189546;;G;
2458823.0925093;17.538129806518555;0.1995124448619633;LCOGT2m, Etienne Bac;G(GAIA);LCOGT2m, Etienne Bac
2458823.095222;17.611299514770508;0.1855146388478314;;G;
2458823.095222;17.611339569091797;0.1855143856696013;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458824.534;17.76;0.0;;G_Gaia;
2458825.1532757;17.56800079345703;0.2125222342065458;;G;
2458825.1532757;17.568029403686523;0.2125226061111296;LCOGT2m, Etienne Bac;G(GAIA);LCOGT2m, Etienne Bac
2458825.1741877;17.534099578857422;0.2232121678681129;;G;
2458825.1741877;17.534107208251953;0.2232123911520386;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458825.1768959;17.51689910888672;0.1517262894557463;;B1pg;
2458825.1768959;17.51687240600586;0.1517259768186474;LCOGT2m, Etienne Bachelet;B1pg(USNO);LCOGT2m, Etienne Bachelet
